Fiscal Year,Related Gov't Units,Organization Group Code,Organization Group,Department Code,Department,Program Code,Program,Character Code,Character,Object Code,Object,Sub-object Code,Sub-object,Fund Type Code,Fund Type,Fund Code,Fund,Fund Category Code,Fund Category,Job Family,Job,FTE
2016,No,04,Community Health,DPH,Public Health,DMM,Mental Health - Community Care,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Med Therapy & Auxiliary,"Dir Of Act, Therapy & Vol Svcs",1
2016,No,06,General Administration & Finance,TTX,Treasurer/Tax Collector,FGR,Gross Receipts Tax,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,3,Continuing Projects,Information Systems,IS Prg Analyst-Principal,1
2016,No,02,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,BEN,Rail & Bus Services,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5M,MTA Municipal Railway Funds,5MAAA,Muni Operating Fund,1,Operating,Information Systems,IS Project Director,1
2016,No,02,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,BA2,Street And Sewer Repair,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,5,Work Orders/Overhead,"Clerical, Secretarial & Steno",Clerk,1
2016,No,01,Public Protection,SHF,Sheriff,AMC,Court Security And Process,001,Salaries,002,Permanent Salaries-Uniform,00201,Uniform-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Turnover Allowance/Adjustment,Attrition Savings - Uniform,-8.63
2016,No,01,Public Protection,SHF,Sheriff,ASP,Facilities & Equipment,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Management,Manager IV,1
2016,No,04,Community Health,DPH,Public Health,DHP,Primary Care - Ambu Care - Health Cntrs,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,5,Work Orders/Overhead,Medical & Dental,Senior Physician Specialist,1
2016,No,02,"Public Works, Transportation & Commerce",PRT,Port,BK9,Engineering & Environmental,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5P,Port Of San Francisco Funds,5PAAA,Port Operating Fund,1,Operating,Professional Engineering,Structural Engineer,1
2016,No,02,"Public Works, Transportation & Commerce",ECN,Economic and Workforce Development,BFS,Film Services,001,Salaries,005,Temp Salaries-Misc,00501,Temp-Regular-Misc,2S,Special Revenue Funds,2SCRF,Culture & Recreation Fund,3,Continuing Projects,Turnover Allowance/Adjustment,Temporary Positions,0.17
2016,No,02,"Public Works, Transportation & Commerce",AIR,Airport Commission,BG8,Bureau Of Design And Construction,001,Salaries,005,Temp Salaries-Misc,00501,Temp-Regular-Misc,5A,SF International Airport Funds,5AAAA,Airport Operating Fund,5,Work Orders/Overhead,Turnover Allowance/Adjustment,Temporary Positions,2.81
2016,No,04,Community Health,DPH,Public Health,DA5,Laguna Honda - Long Term Care,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5L,Laguna Honda Hospital Funds,5LAAA,Laguna Honda Operating Fund,1,Operating,Personnel,Senior Personnel Analyst,2
2016,No,06,General Administration & Finance,TTX,Treasurer/Tax Collector,FCL,Treasury,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Management,Commercial Div Asst Sprv,2
2016,No,06,General Administration & Finance,BOS,Board of Supervisors,FAE,Clerk Of The Board,001,Salaries,005,Temp Salaries-Misc,00501,Temp-Regular-Misc,1G,General Fund,1GAGF,General Fund,1,Operating,Turnover Allowance/Adjustment,Temporary Positions,0.39
2016,No,02,"Public Works, Transportation & Commerce",WTR,PUC Water Department,BDK,Water Transmission/ Distribution,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5W,PUC Water Department Funds,5WAAA,Water Operating Fund,1,Operating,Journeyman Trade,Statnry Eng Water Treat Plant,11
2016,No,03,Human Welfare & Neighborhood Development,DSS,Human Services,CAI,County Adult Assistance Program,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,"Budget, Admn & Stats Analysis",Management Assistant,1
2016,No,02,"Public Works, Transportation & Commerce",CWP,PUC Wastewater Enterprise,BDE,Wastewater Collection,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5C,PUC Wastewater Funds,5CAAA,Wastewater Operating Fund,1,Operating,Computer Operatns & Repro Svcs,Communications Dispatcher 1,1
2016,No,06,General Administration & Finance,ADM,General Services Agency - City Admin,FFB,Living Wage / Living Health (Mco/Hcao),001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,"Budget, Admn & Stats Analysis",Senior Administrative Analyst,1
2016,No,04,Community Health,DPH,Public Health,DA5,Laguna Honda - Long Term Care,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5L,Laguna Honda Hospital Funds,5LAAA,Laguna Honda Operating Fund,1,Operating,Management,Asst General Services Manager,2
2016,No,05,Culture & Recreation,REC,Recreation and Park Commission,EAP,Parks,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,2S,Special Revenue Funds,2SOSP,Open Space & Park Fund,1,Operating,Agriculture & Horticulture,Gardener,70
2016,No,01,Public Protection,JUV,Juvenile Probation,AKC,Probation Services,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,2,Annual Projects,Management,Manager I,1
2016,No,01,Public Protection,POL,Police,ACB,Investigations,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Computer Operatns & Repro Svcs,Photographer,1
2016,No,03,Human Welfare & Neighborhood Development,CHF,"Children, Youth & Their Families",CBI,Children's Fund Programs,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,2S,Special Revenue Funds,2SCHF,Children's Fund,1,Operating,Turnover Allowance/Adjustment,Attrition Savings - Miscellaneous,-3.61
2016,No,04,Community Health,DPH,Public Health,DMS,Substance Abuse - Community Care,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,"Payroll, Billing & Accounting",Accountant IV,2
2016,No,02,"Public Works, Transportation & Commerce",AIR,Airport Commission,BG3,Communications & Marketing,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5A,SF International Airport Funds,5AAAA,Airport Operating Fund,1,Operating,Management,Manager II,2
2016,No,02,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,BA2,Street And Sewer Repair,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,5,Work Orders/Overhead,Supervisory-Labor & Trade,Street Repair Supervisor 2,3
2016,No,04,Community Health,DPH,Public Health,DHA,Central Administration,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,2S,Special Revenue Funds,2SCHS,Community Health Services Fund,4,Grants,"Budget, Admn & Stats Analysis",Junior Management Assistant,0.77
2016,No,02,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,BE1,Administration,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5M,MTA Municipal Railway Funds,5MAAA,Muni Operating Fund,5,Work Orders/Overhead,Sub-Professional Engineering,Illustrator And Art Designer,2
2016,No,05,Culture & Recreation,FAM,Fine Arts Museum,EEC,Oper & Maint Of Museums,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,"Payroll, Billing & Accounting",Sr Payroll & Personnel Clerk,1
2016,No,06,General Administration & Finance,TTX,Treasurer/Tax Collector,FCS,Delinquent Revenue,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,2,Annual Projects,Revenue,Senior Collections Officer,1
2016,No,03,Human Welfare & Neighborhood Development,DSS,Human Services,CGS,Public Guardian,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Appraisal & Taxation,Estate Investigator,10
2016,No,02,"Public Works, Transportation & Commerce",WTR,PUC Water Department,BDM,Water Treatment,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5W,PUC Water Department Funds,5WAAA,Water Operating Fund,1,Operating,"Clerical, Secretarial & Steno",Senior Water Services Clerk,1
2016,No,06,General Administration & Finance,ADM,General Services Agency - City Admin,FFJ,Vehicle & Equipment Main & Fueling,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,6I,Internal Service Funds,6ICSF,Central Shops Fund,1,Operating,Turnover Allowance/Adjustment,Attrition Savings - Miscellaneous,-7.88
2016,No,06,General Administration & Finance,ADM,General Services Agency - City Admin,FAV,Disability Access,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,"Budget, Admn & Stats Analysis",Junior Management Assistant,0.77
2016,No,01,Public Protection,DAT,District Attorney,AIA,Felony Prosecution,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,2S,Special Revenue Funds,2SPPF,Public Protection Fund,3,Continuing Projects,Legal & Court,Attorney (Civil/Criminal),1
2016,No,01,Public Protection,SHF,Sheriff,AFT,Security Services,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,5,Work Orders/Overhead,Protection & Apprehension,Institutional Police Sergeant,2
2016,No,06,General Administration & Finance,ADM,General Services Agency - City Admin,FCC,Procurement Services,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,"Budget, Admn & Stats Analysis",Senior Administrative Analyst,1
2016,No,02,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,BE1,Administration,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5M,MTA Municipal Railway Funds,5MAAA,Muni Operating Fund,5,Work Orders/Overhead,Street Transit,"Manager V, MTA",6
2016,No,05,Culture & Recreation,REC,Recreation and Park Commission,EIA,Rec & Park Administration,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GOHF,Overhead Fund,5,Work Orders/Overhead,Management,Dep Dir I,1
2016,No,02,"Public Works, Transportation & Commerce",WTR,PUC Water Department,BDK,Water Transmission/ Distribution,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5W,PUC Water Department Funds,5WAAA,Water Operating Fund,1,Operating,Journeyman Trade,Auto Machinist Asst Sprv,1
2016,No,04,Community Health,DPH,Public Health,DPD,Comm Hlth - Prevention - Disease Control,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,2S,Special Revenue Funds,2SCHS,Community Health Services Fund,4,Grants,Information Systems,IT Operations Support Admn III,1
2016,No,06,General Administration & Finance,TTX,Treasurer/Tax Collector,FCO,Business Tax Fund,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Appraisal & Taxation,Personal Property Auditor,11
2016,No,05,Culture & Recreation,LIB,Public Library,EGH,Facilites,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,2S,Special Revenue Funds,2SLIB,Public Library Fund,1,Operating,Administrative-Labor & Trades,Bldgs & Grounds Maint Supt,1
2016,No,02,"Public Works, Transportation & Commerce",AIR,Airport Commission,BG9,Planning Division,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5A,SF International Airport Funds,5AAAA,Airport Operating Fund,1,Operating,Professional Engineering,Sr Airport Noise Abatement Spe,1
2016,No,02,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,BEG,Agency Wide Expenses,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5M,MTA Municipal Railway Funds,5MAAA,Muni Operating Fund,5,Work Orders/Overhead,Street Transit,"Station Agent, Muni Railway",11
2016,No,01,Public Protection,POL,Police,ACB,Investigations,001,Salaries,002,Permanent Salaries-Uniform,00201,Uniform-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Turnover Allowance/Adjustment,Attrition Savings - Uniform,-1.66
2016,No,05,Culture & Recreation,LIB,Public Library,EGF,Community Partnerships And Programming,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,2S,Special Revenue Funds,2SLIB,Public Library Fund,1,Operating,Museum & Cultural Affairs,Curator 2,2
2016,No,01,Public Protection,JUV,Juvenile Probation,AKC,Probation Services,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Probation & Parole,Deputy Probation Officer,31.1
2016,No,04,Community Health,DPH,Public Health,DHA,Central Administration,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Administrative & Mgmt (Unrep),"Administrator, Department Of Public Heal",2
2016,No,01,Public Protection,POL,Police,ACX,Patrol,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,"Budget, Admn & Stats Analysis",Senior Administrative Analyst,1
2016,No,04,Community Health,DPH,Public Health,DHA,Central Administration,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,2,Annual Projects,Information Systems,IS Project Director,1
2016,No,03,Human Welfare & Neighborhood Development,DSS,Human Services,CAL,Family And Children's Service,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Human Services,Program Specialist,1
2016,No,02,"Public Works, Transportation & Commerce",CWP,PUC Wastewater Enterprise,BAX,Wastewater Operations,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5C,PUC Wastewater Funds,5CAAA,Wastewater Operating Fund,1,Operating,Management,"Ex Dir, Se Com Fac Comm",1
2016,No,02,"Public Works, Transportation & Commerce",WTR,PUC Water Department,BDA,Administration,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5W,PUC Water Department Funds,5WAAA,Water Operating Fund,1,Operating,"Budget, Admn & Stats Analysis",Administrative Analyst,2
2016,No,02,"Public Works, Transportation & Commerce",AIR,Airport Commission,BG1,Administration,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5A,SF International Airport Funds,5AAAA,Airport Operating Fund,1,Operating,"Budget, Admn & Stats Analysis",Pr Administrative Analyst,1
2016,No,01,Public Protection,ECD,Department of Emergency Management,BIV,Emergency Services,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Emergency Services,Emergency Services Coord IV,1
2016,No,02,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,BEN,Rail & Bus Services,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5M,MTA Municipal Railway Funds,5MAAA,Muni Operating Fund,1,Operating,Street Transit,Signal And Systems Engineer,1
2016,No,01,Public Protection,ECD,Department of Emergency Management,BIR,Emergency Communications,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,"Payroll, Billing & Accounting",Senior Account Clerk,1
2016,No,02,"Public Works, Transportation & Commerce",AIR,Airport Commission,BG7,Operations And Security,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5A,SF International Airport Funds,5AAAA,Airport Operating Fund,1,Operating,Professional Engineering,Assoc Engineer,2
2016,No,06,General Administration & Finance,ADM,General Services Agency - City Admin,FAC,City Administrator - Administration,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,"Payroll, Billing & Accounting",Accountant III,2
2016,No,02,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,BEN,Rail & Bus Services,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5M,MTA Municipal Railway Funds,5MAAA,Muni Operating Fund,1,Operating,Computer Operatns & Repro Svcs,Offset Machine Operator,1
2016,No,01,Public Protection,POL,Police,AC5,Airport Police,001,Salaries,002,Permanent Salaries-Uniform,00201,Uniform-Regular,5A,SF International Airport Funds,5AAAA,Airport Operating Fund,1,Operating,Police Services,Sergeant 3,27
2016,No,02,"Public Works, Transportation & Commerce",PRT,Port,BKD,Maritime Operations & Marketing,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5P,Port Of San Francisco Funds,5PSBH,Port South Beach Harbor Fund,2,Annual Projects,SF Redevelopment Agency,Harbor Security Officer (OCII),2
2016,No,02,"Public Works, Transportation & Commerce",DBI,Department of Building Inspection,BHS,Housing Inspection/Code Enforcement Svcs,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,2S,Special Revenue Funds,2SBIF,Building Inspection Fund,1,Operating,"Clerical, Secretarial & Steno",Senior Clerk,4
2016,No,04,Community Health,DPH,Public Health,D5E,SFGH - Emergency - Emergency,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5H,General Hospital Medical Center Funds,5HAAA,General Hopsital Operating Fund,1,Operating,Hospital Administration,Medical Records Tech Sprv,1
2016,No,05,Culture & Recreation,LIB,Public Library,EIB,Library Administration,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,2S,Special Revenue Funds,2SLIB,Public Library Fund,1,Operating,"Payroll, Billing & Accounting",Accountant III,2
